OBJECT_ID,RA,DEC,TESS_mag_0,TESS_mag_err_0,DATE-OBS_TESS_mag_0
239111515247761664,47.18209261264198,40.913437464877134,6.9077933,0.0041719678,2019-11-09T13:36:46.780
239108392807841920,47.162803012360044,40.86754476154535,3.6721599,0.00029488007,2019-11-09T13:36:46.780
239109801556082560,46.97562528452675,40.797958189636255,11.921041,0.41170449,2019-11-09T13:36:46.780
239206661658843904,47.1691071909411,41.00908613196153,10.371478,0.09888221,2019-11-09T13:36:46.780
239111549607500160,47.172325781914125,40.91360868903101,4.5318328,0.00055279237,2019-11-09T13:36:46.780
239108358448103680,47.181322548526104,40.861910550720424,3.9981555,0.00037090247,2019-11-09T13:36:46.780
239106361286965888,47.10583135535647,40.811533206886004,4.4975377,0.00053834803,2019-11-09T13:36:46.780
239110042074249088,46.94617893893008,40.8121131623277,9.0577809,0.02956272,2019-11-09T13:36:46.780
239110248232679168,47.01749351870927,40.82760563586326,6.6527182,0.0033202798,2019-11-09T13:36:46.780
239108152289673856,47.204932792964456,40.85259026276099,8.0686106,0.011950857,2019-11-09T13:36:46.780
239111549607500672,47.16175156576536,40.91586524457765,3.5726097,0.00027554938,2019-11-09T13:36:46.780
239110694910313728,47.03000654460428,40.899915864523216,3.8254673,0.00032800786,2019-11-09T13:36:46.780
239111175946651264,47.0939855493503,40.87905404257362,4.688571,0.00062475108,2019-11-09T13:36:46.780
239110316952155264,47.014419730915705,40.83552682089531,5.8072005,0.0015791416,2019-11-09T13:36:46.780
239109453663418624,47.05458843549658,40.8137212191609,4.6925953,0.00062673513,2019-11-09T13:36:46.780
239110282592417152,47.03292166839885,40.834866570781905,5.6352422,0.0013624432,2019-11-09T13:36:46.780
239107598237547904,47.15330422428859,40.81468059250584,5.4782369,0.0011922848,2019-11-09T13:36:46.780
239110969788221568,47.134724617526956,40.865465652817505,6.0498156,0.0019492819,2019-11-09T13:36:46.780
239111515247762432,47.190471274767475,40.915905716841856,9.6762717,0.052174417,2019-11-09T13:36:46.780
239108014850723456,47.148994264318006,40.847320694906905,7.4686972,0.0069225421,2019-11-09T13:36:46.780
239108014850723328,47.15720689588339,40.84886798907962,4.8121326,0.00068906723,2019-11-09T13:36:46.780
239110935428483712,47.12811426440523,40.86194235422642,5.3228465,0.0010462899,2019-11-09T13:36:46.780
239111175946652160,47.08384588092463,40.87558681986067,4.4965748,0.00053794883,2019-11-09T13:36:46.780
239108392807843840,47.165442030534926,40.85645477147664,4.038804,0.00038196253,2019-11-09T13:36:46.780
239109870275558912,47.01334356755405,40.81312122873327,4.3962637,0.00049818072,2019-11-09T13:36:46.780
239111897501158656,47.0637667257825,40.877709304177934,4.4038279,0.00050105749,2019-11-09T13:36:46.780
239202534194048512,47.235179393456185,40.94588133394394,14.620307,4.9452483,2019-11-09T13:36:46.780
239109904635296896,46.99413232704991,40.81355230970716,3.7113364,0.00030294129,2019-11-09T13:36:46.780
239206730378004480,47.136885885384494,41.005885592121615,3.8703,0.00033854032,2019-11-09T13:36:46.780
239110282593463296,47.03673259505925,40.835416252656714,5.6352422,0.0013624432,2019-11-09T13:36:46.780
239111897501159296,47.06669655554808,40.87096057594776,4.5040988,0.00054107735,2019-11-09T13:36:46.780
239109870275558784,47.002155802907716,40.81425037421819,3.8792713,0.00034069686,2019-11-09T13:36:46.780
239110866709012352,47.09959011108349,40.83468248913099,4.3861139,0.00049435084,2019-11-09T13:36:46.780
239202499834309632,47.2481963596308,40.944884918856516,13.484855,1.7378997,2019-11-09T13:36:46.780
239202366692285952,47.225983653859466,40.91282310543916,7.8157187,0.0094897212,2019-11-09T13:36:46.780
239108319792072576,47.177135416392495,40.84479407219731,3.8183923,0.00032638228,2019-11-09T13:36:46.780
239202534194048256,47.22507967006475,40.945577140385794,13.144823,1.2706374,2019-11-09T13:36:46.780
239202568553785984,47.23992187576419,40.94365655510545,13.985075,2.7548797,2019-11-09T13:36:46.780
239108354151025280,47.18122958590706,40.864044899262524,3.9981555,0.00037090247,2019-11-09T13:36:46.780
239110935428485120,47.127127406064794,40.85246834253573,4.9678193,0.00078101495,2019-11-09T13:36:46.780
239107980490186368,47.13676459246774,40.8443738707248,4.9595267,0.00077578407,2019-11-09T13:36:46.780
239112614759439360,47.14452700661222,40.957217742933565,3.4777432,0.00025856016,2019-11-09T13:36:46.780
239205454771810048,47.199844617638554,40.946218060665544,10.512506,0.1125828,2019-11-09T13:36:46.780
239111583967242112,47.17935301329681,40.935479318005854,8.5333984,0.018279499,2019-11-09T13:36:46.780
239202534194047744,47.234726438712414,40.943601337794384,14.620307,4.9452483,2019-11-09T13:36:46.780
239206764737004800,47.1386115127585,41.01497459890387,5.1398678,0.00089891273,2019-11-09T13:36:46.780
239111141586916736,47.07566309546006,40.85995392300079,4.3679739,0.00048759121,2019-11-09T13:36:46.780
239109625462129408,47.06241771835149,40.842793714685435,4.5184374,0.00054709786,2019-11-09T13:36:46.780
239111755765934080,47.15292471507746,40.93595451835704,3.4280264,0.00025017345,2019-11-09T13:36:46.780
239108392807043584,47.163221541235224,40.86469705221476,3.6272792,0.00028596556,2019-11-09T13:36:46.780
239107911771511936,47.15124633836161,40.82873138055303,5.3633919,0.0010824094,2019-11-09T13:36:46.780
239110626190842752,46.99738667323598,40.876208711604036,4.1458486,0.0004130292,2019-11-09T13:36:46.780
239110832349272064,47.124057700872456,40.841502430329015,4.721319,0.00064110657,2019-11-09T13:36:46.780
239110866709011200,47.098179139322234,40.84679947821984,4.419666,0.00050714384,2019-11-09T13:36:46.780
239111072866636032,47.09353216578155,40.85076997357344,4.3451863,0.00047925224,2019-11-09T13:36:46.780
239109797260797056,46.971192486523854,40.80747645171053,11.2487,0.22168987,2019-11-09T13:36:46.780
239111072867441152,47.094547941619,40.84990176781911,4.3451863,0.00047925224,2019-11-09T13:36:46.780
239109595398692608,47.07550258426553,40.84397967689173,4.3425332,0.00047829225,2019-11-09T13:36:46.780
239110866709011840,47.099326507113496,40.838902682792416,4.3851379,0.00049398438,2019-11-09T13:36:46.780
239110901067943808,47.10340410772969,40.85638324954794,4.5465692,0.00055913613,2019-11-09T13:36:46.780
239112683478057472,47.1360578305933,40.9730970053643,3.3542446,0.00023833901,2019-11-09T13:36:46.780
239207344557457664,47.16393880875197,41.07129016451723,11.128092,0.1983936,2019-11-09T13:36:46.780
239202538490974080,47.22158268800366,40.94085685791236,12.047071,0.46236494,2019-11-09T13:36:46.780
239110282593460864,47.03483307901911,40.84776727471195,5.0608077,0.00084244555,2019-11-09T13:36:46.780
239109831620534784,46.997349562210076,40.806487984008704,3.7331635,0.0003075495,2019-11-09T13:36:46.780
239206691722418560,47.170095980995505,41.03092851222128,13.906836,2.5633525,2019-11-09T13:36:46.780
239110797989535744,47.10777798911617,40.83032898609544,4.4551774,0.00052110581,2019-11-09T13:36:46.780
239205489131552640,47.21448962963015,40.957068970153834,12.354104,0.61344209,2019-11-09T13:36:46.780
239110797989536640,47.10638362197774,40.8255024269765,4.4551774,0.00052110581,2019-11-09T13:36:46.780
239109595398693248,47.078484247031575,40.83598558522174,4.3922681,0.00049666892,2019-11-09T13:36:46.780
239202057454645376,47.238300699955396,40.886529832912515,7.9933318,0.011157446,2019-11-09T13:36:46.780
239107843052037632,47.128375793323556,40.815644907822715,4.6731992,0.00061723829,2019-11-09T13:36:46.780
239109492319485824,47.02976287666652,40.81386977343827,5.3805526,0.0010981042,2019-11-09T13:36:46.780
239111347744541056,47.15006723576541,40.87895381535684,4.0231984,0.00037767025,2019-11-09T13:36:46.780
239109389240264576,47.08714583252729,40.826215810692126,4.4284745,0.00051056608,2019-11-09T13:36:46.780
239109419303673600,47.03402830230136,40.80510083656004,5.3008059,0.0010272087,2019-11-09T13:36:46.780
239109320520787584,47.101871198864714,40.822419999046275,4.4748868,0.00052904739,2019-11-09T13:36:46.780
239207481996413184,47.185781015339366,41.080215408951965,12.845985,0.96493548,2019-11-09T13:36:46.780
239109526679219072,47.04160105030454,40.834112273906555,5.0848686,0.00085920327,2019-11-09T13:36:46.780
239109488023161344,47.03538951638993,40.81925381928349,5.5819096,0.0013018808,2019-11-09T13:36:46.780
239207039616305536,47.204910207033286,41.03158409712263,11.951714,0.42349806,2019-11-09T13:36:46.780
239109561038956800,47.070186212666364,40.82814872184166,4.5077389,0.00054259849,2019-11-09T13:36:46.780
239202568553787904,47.24142066908838,40.94810456343415,14.472021,4.3139479,2019-11-09T13:36:46.780
239110420032410240,47.05981075173386,40.86973654219065,4.5145575,0.00054546113,2019-11-09T13:36:46.780
239205420412073216,47.18519725155077,40.95100737444748,8.378135,0.015857992,2019-11-09T13:36:46.780
239109561038958464,47.06161216147185,40.823713056901404,4.562761,0.00056620341,2019-11-09T13:36:46.780
239107843052038144,47.12632087832046,40.81207644062301,4.6007867,0.00058320858,2019-11-09T13:36:46.780
